#Col 1: dimension K: 2
#Col 2: specified s: 1
#Col 3: min n: 50000
#Col 4: max n50000
#Col 5: pas n1
#Col 7: n of trees500

K,s,n,q0,cost
2,1,50000,0.39,251
2,1,50000,0.39,1041
2,1,50000,0.39,231
2,1,50000,0.39,869
2,1,50000,0.39,799
2,1,50000,0.39,732
2,1,50000,0.39,655
2,1,50000,0.39,1013
2,1,50000,0.39,996
2,1,50000,0.39,460
2,1,50000,0.39,718
2,1,50000,0.39,1103
2,1,50000,0.39,415
2,1,50000,0.39,1293
2,1,50000,0.39,695
2,1,50000,0.39,437
2,1,50000,0.39,163
2,1,50000,0.39,862
2,1,50000,0.39,584
2,1,50000,0.39,986
2,1,50000,0.39,547
2,1,50000,0.39,923
2,1,50000,0.39,594
2,1,50000,0.39,426
2,1,50000,0.39,685
2,1,50000,0.39,1263
2,1,50000,0.39,786
2,1,50000,0.39,1133
2,1,50000,0.39,730
2,1,50000,0.39,793
2,1,50000,0.39,652
2,1,50000,0.39,992
2,1,50000,0.39,1153
2,1,50000,0.39,675
2,1,50000,0.39,516
2,1,50000,0.39,870
2,1,50000,0.39,784
2,1,50000,0.39,534
2,1,50000,0.39,890
2,1,50000,0.39,782
2,1,50000,0.39,442
2,1,50000,0.39,403
2,1,50000,0.39,729
2,1,50000,0.39,983
2,1,50000,0.39,616
2,1,50000,0.39,827
2,1,50000,0.39,1064
2,1,50000,0.39,1215
2,1,50000,0.39,474
2,1,50000,0.39,1083
2,1,50000,0.39,534
2,1,50000,0.39,531
2,1,50000,0.39,1492
2,1,50000,0.39,663
2,1,50000,0.39,894
2,1,50000,0.39,1311
2,1,50000,0.39,526
2,1,50000,0.39,487
2,1,50000,0.39,722
2,1,50000,0.39,619
2,1,50000,0.39,1208
2,1,50000,0.39,783
2,1,50000,0.39,760
2,1,50000,0.39,294
2,1,50000,0.39,976
2,1,50000,0.39,1160
2,1,50000,0.39,496
2,1,50000,0.39,685
2,1,50000,0.39,1009
2,1,50000,0.39,589
2,1,50000,0.39,1087
2,1,50000,0.39,983
2,1,50000,0.39,594
2,1,50000,0.39,565
2,1,50000,0.39,504
2,1,50000,0.39,1285
2,1,50000,0.39,538
2,1,50000,0.39,1243
2,1,50000,0.39,1129
2,1,50000,0.39,886
2,1,50000,0.39,371
2,1,50000,0.39,754
2,1,50000,0.39,1419
2,1,50000,0.39,1137
2,1,50000,0.39,847
2,1,50000,0.39,454
2,1,50000,0.39,878
2,1,50000,0.39,616
2,1,50000,0.39,195
2,1,50000,0.39,261
2,1,50000,0.39,866
2,1,50000,0.39,372
2,1,50000,0.39,1111
2,1,50000,0.39,620
2,1,50000,0.39,1186
2,1,50000,0.39,433
2,1,50000,0.39,841
2,1,50000,0.39,1415
2,1,50000,0.39,952
2,1,50000,0.39,672
2,1,50000,0.39,1032
2,1,50000,0.39,886
2,1,50000,0.39,1076
2,1,50000,0.39,701
2,1,50000,0.39,821
2,1,50000,0.39,717
2,1,50000,0.39,515
2,1,50000,0.39,321
2,1,50000,0.39,624
2,1,50000,0.39,717
2,1,50000,0.39,709
2,1,50000,0.39,342
2,1,50000,0.39,895
2,1,50000,0.39,485
2,1,50000,0.39,805
2,1,50000,0.39,813
2,1,50000,0.4,594
2,1,50000,0.4,850
2,1,50000,0.4,591
2,1,50000,0.4,876
2,1,50000,0.4,616
2,1,50000,0.4,425
2,1,50000,0.4,791
2,1,50000,0.4,471
2,1,50000,0.4,603
2,1,50000,0.4,1292
2,1,50000,0.4,479
2,1,50000,0.4,912
2,1,50000,0.4,387
2,1,50000,0.4,668
2,1,50000,0.4,887
2,1,50000,0.4,221
2,1,50000,0.4,674
2,1,50000,0.4,501
2,1,50000,0.4,855
2,1,50000,0.4,1304
2,1,50000,0.4,918
2,1,50000,0.4,567
2,1,50000,0.4,437
2,1,50000,0.4,584
2,1,50000,0.4,244
2,1,50000,0.4,842
2,1,50000,0.4,642
2,1,50000,0.4,395
2,1,50000,0.4,890
2,1,50000,0.4,1246
2,1,50000,0.4,1308
2,1,50000,0.4,1104
2,1,50000,0.4,993
2,1,50000,0.4,577
2,1,50000,0.4,722
2,1,50000,0.4,246
2,1,50000,0.4,779
2,1,50000,0.4,824
2,1,50000,0.4,486
2,1,50000,0.4,651
2,1,50000,0.4,1125
2,1,50000,0.4,634
2,1,50000,0.4,679
2,1,50000,0.4,401
2,1,50000,0.4,1448
2,1,50000,0.4,972
2,1,50000,0.4,812
2,1,50000,0.4,429
2,1,50000,0.4,844
2,1,50000,0.4,1108
2,1,50000,0.4,435
2,1,50000,0.4,693
2,1,50000,0.4,419
2,1,50000,0.4,809
2,1,50000,0.4,832
2,1,50000,0.4,654
2,1,50000,0.4,1047
2,1,50000,0.4,370
2,1,50000,0.4,476
2,1,50000,0.4,1845
2,1,50000,0.4,972
2,1,50000,0.4,988
2,1,50000,0.4,409
2,1,50000,0.4,638
2,1,50000,0.4,679
2,1,50000,0.4,469
2,1,50000,0.4,918
2,1,50000,0.4,1030
2,1,50000,0.4,714
2,1,50000,0.4,991
2,1,50000,0.4,724
2,1,50000,0.4,912
2,1,50000,0.4,1128
2,1,50000,0.4,360
2,1,50000,0.4,1162
2,1,50000,0.4,737
2,1,50000,0.4,781
2,1,50000,0.4,749
2,1,50000,0.4,935
2,1,50000,0.4,704
2,1,50000,0.4,843
2,1,50000,0.4,585
2,1,50000,0.4,330
2,1,50000,0.4,1057
2,1,50000,0.4,815
2,1,50000,0.4,984
2,1,50000,0.4,821
2,1,50000,0.4,547
2,1,50000,0.4,941
2,1,50000,0.4,765
2,1,50000,0.4,508
2,1,50000,0.4,683
2,1,50000,0.4,824
2,1,50000,0.4,359
2,1,50000,0.4,236
2,1,50000,0.4,893
2,1,50000,0.4,651
2,1,50000,0.4,1014
2,1,50000,0.4,992
2,1,50000,0.4,642
2,1,50000,0.4,383
2,1,50000,0.4,660
2,1,50000,0.4,1118
2,1,50000,0.4,239
2,1,50000,0.4,1054
2,1,50000,0.4,451
2,1,50000,0.4,1064
2,1,50000,0.4,1228
2,1,50000,0.4,678
2,1,50000,0.4,637
2,1,50000,0.4,803
2,1,50000,0.4,783
2,1,50000,0.4,695
2,1,50000,0.4,1053
2,1,50000,0.4,1219
2,1,50000,0.4,1154
2,1,50000,0.4,842
2,1,50000,0.4,1160
2,1,50000,0.4,321
2,1,50000,0.4,671
2,1,50000,0.4,990
2,1,50000,0.4,1021
2,1,50000,0.4,985
2,1,50000,0.4,513
2,1,50000,0.4,464
2,1,50000,0.4,939
2,1,50000,0.4,698
2,1,50000,0.4,1025
2,1,50000,0.4,988
2,1,50000,0.4,529
2,1,50000,0.4,763
2,1,50000,0.4,825
2,1,50000,0.4,690
2,1,50000,0.4,944
2,1,50000,0.4,421
2,1,50000,0.4,890
2,1,50000,0.4,361
2,1,50000,0.4,1019
2,1,50000,0.4,451
2,1,50000,0.4,773
2,1,50000,0.4,710
2,1,50000,0.4,567
2,1,50000,0.4,711
2,1,50000,0.4,673
2,1,50000,0.4,801
2,1,50000,0.4,468
2,1,50000,0.4,781
2,1,50000,0.4,765
2,1,50000,0.4,440
2,1,50000,0.4,722
2,1,50000,0.4,817
2,1,50000,0.4,744
2,1,50000,0.4,898
2,1,50000,0.4,1007
2,1,50000,0.4,1078
2,1,50000,0.4,398
2,1,50000,0.4,726
2,1,50000,0.4,1336
2,1,50000,0.4,504
2,1,50000,0.4,1079
2,1,50000,0.4,722
2,1,50000,0.4,864
2,1,50000,0.4,584
2,1,50000,0.4,637
2,1,50000,0.4,660
2,1,50000,0.4,1102
2,1,50000,0.4,637
2,1,50000,0.4,1282
2,1,50000,0.4,443
2,1,50000,0.4,996
2,1,50000,0.4,377
2,1,50000,0.4,511
2,1,50000,0.4,1332
2,1,50000,0.4,841
2,1,50000,0.4,691
2,1,50000,0.4,1068
2,1,50000,0.4,1070
2,1,50000,0.4,1456
2,1,50000,0.4,840
2,1,50000,0.4,625
2,1,50000,0.4,1111
2,1,50000,0.4,583
2,1,50000,0.4,481
2,1,50000,0.4,791
2,1,50000,0.4,733
2,1,50000,0.4,219
2,1,50000,0.4,1115
2,1,50000,0.4,464
2,1,50000,0.4,490
2,1,50000,0.4,845
2,1,50000,0.4,311
2,1,50000,0.4,964
2,1,50000,0.4,678
2,1,50000,0.4,523
2,1,50000,0.4,1444
2,1,50000,0.4,895
2,1,50000,0.4,397
2,1,50000,0.4,1110
2,1,50000,0.4,512
2,1,50000,0.4,317
2,1,50000,0.4,1017
2,1,50000,0.4,489
2,1,50000,0.4,390
2,1,50000,0.4,956
2,1,50000,0.4,857
2,1,50000,0.4,495
2,1,50000,0.4,874
2,1,50000,0.4,769
2,1,50000,0.4,358
2,1,50000,0.4,921
2,1,50000,0.4,762
2,1,50000,0.4,1091
2,1,50000,0.4,522
2,1,50000,0.4,405
2,1,50000,0.4,520
2,1,50000,0.4,863
2,1,50000,0.4,596
2,1,50000,0.4,881
2,1,50000,0.4,725
2,1,50000,0.4,1139
2,1,50000,0.4,740
2,1,50000,0.4,548
2,1,50000,0.4,647
2,1,50000,0.4,1148
2,1,50000,0.4,1381
2,1,50000,0.4,705
2,1,50000,0.4,866
2,1,50000,0.4,285
2,1,50000,0.4,679
2,1,50000,0.4,981
2,1,50000,0.4,624
2,1,50000,0.4,1147
2,1,50000,0.4,588
2,1,50000,0.4,418
2,1,50000,0.4,1250
2,1,50000,0.4,606
2,1,50000,0.4,923
2,1,50000,0.4,1179
2,1,50000,0.4,1755
2,1,50000,0.4,761
2,1,50000,0.4,1022
2,1,50000,0.4,803
2,1,50000,0.4,932
2,1,50000,0.4,698
2,1,50000,0.4,1557
2,1,50000,0.4,491
2,1,50000,0.4,626
2,1,50000,0.4,572
2,1,50000,0.4,776
2,1,50000,0.4,1149
2,1,50000,0.4,1024
2,1,50000,0.4,598
2,1,50000,0.4,787
2,1,50000,0.4,996
2,1,50000,0.4,778
2,1,50000,0.4,427
2,1,50000,0.4,313
2,1,50000,0.4,984
2,1,50000,0.4,544
2,1,50000,0.4,863
2,1,50000,0.4,987
2,1,50000,0.4,278
2,1,50000,0.4,1054
2,1,50000,0.4,905
2,1,50000,0.4,594
2,1,50000,0.4,732
2,1,50000,0.4,592
2,1,50000,0.4,869
2,1,50000,0.4,516
2,1,50000,0.4,891
2,1,50000,0.4,404
2,1,50000,0.4,872
2,1,50000,0.4,780
2,1,50000,0.4,1463
2,1,50000,0.4,502
2,1,50000,0.4,1215
2,1,50000,0.4,1201
2,1,50000,0.4,1153
2,1,50000,0.4,1052
2,1,50000,0.4,311
2,1,50000,0.4,905
2,1,50000,0.4,1178
2,1,50000,0.4,693
2,1,50000,0.4,962
2,1,50000,0.4,1143
2,1,50000,0.4,521
2,1,50000,0.4,737
2,1,50000,0.4,1127
2,1,50000,0.4,273
2,1,50000,0.4,429
2,1,50000,0.4,539
2,1,50000,0.4,379
2,1,50000,0.4,566
2,1,50000,0.4,259
2,1,50000,0.4,711
2,1,50000,0.4,773
2,1,50000,0.4,815
2,1,50000,0.4,591
2,1,50000,0.4,504
2,1,50000,0.4,953
2,1,50000,0.4,664
2,1,50000,0.4,569
2,1,50000,0.4,827
2,1,50000,0.4,560
2,1,50000,0.4,913
2,1,50000,0.4,771
2,1,50000,0.4,678
2,1,50000,0.4,979
2,1,50000,0.4,341
2,1,50000,0.4,527
2,1,50000,0.4,831
2,1,50000,0.4,235
2,1,50000,0.4,475
2,1,50000,0.4,491
2,1,50000,0.4,1048
2,1,50000,0.4,525
2,1,50000,0.4,670
2,1,50000,0.4,689
2,1,50000,0.4,1112
2,1,50000,0.4,295
2,1,50000,0.4,482
2,1,50000,0.4,870
2,1,50000,0.4,855
2,1,50000,0.4,705
2,1,50000,0.4,732
2,1,50000,0.4,639
2,1,50000,0.4,279
2,1,50000,0.4,559
2,1,50000,0.4,868
2,1,50000,0.4,822
2,1,50000,0.4,1033
2,1,50000,0.4,1134
2,1,50000,0.4,340
2,1,50000,0.4,875
2,1,50000,0.4,1018
2,1,50000,0.4,936
2,1,50000,0.4,849
2,1,50000,0.4,1203
2,1,50000,0.4,1678
2,1,50000,0.4,777
2,1,50000,0.4,950
2,1,50000,0.4,731
2,1,50000,0.4,725
2,1,50000,0.4,699
2,1,50000,0.4,661
2,1,50000,0.4,302
2,1,50000,0.4,1456
2,1,50000,0.4,699
2,1,50000,0.4,829
2,1,50000,0.4,386
2,1,50000,0.4,423
2,1,50000,0.4,465
2,1,50000,0.4,774
2,1,50000,0.4,503
2,1,50000,0.4,633
2,1,50000,0.4,952
2,1,50000,0.4,890
2,1,50000,0.4,888
2,1,50000,0.4,751
2,1,50000,0.4,560
2,1,50000,0.4,841
2,1,50000,0.4,549
2,1,50000,0.4,638
2,1,50000,0.4,671
2,1,50000,0.4,479
2,1,50000,0.4,1209
2,1,50000,0.4,834
2,1,50000,0.4,972
2,1,50000,0.4,1064
2,1,50000,0.4,325
2,1,50000,0.4,725
2,1,50000,0.4,323
2,1,50000,0.4,1149
2,1,50000,0.4,338
2,1,50000,0.4,538
2,1,50000,0.4,1005
2,1,50000,0.4,539
2,1,50000,0.4,1124
2,1,50000,0.4,1356
2,1,50000,0.4,657
2,1,50000,0.4,349
2,1,50000,0.4,672
2,1,50000,0.4,1053
2,1,50000,0.4,482
2,1,50000,0.4,847
2,1,50000,0.4,869
2,1,50000,0.4,767
2,1,50000,0.4,479
2,1,50000,0.4,674
2,1,50000,0.4,1063
2,1,50000,0.4,998
2,1,50000,0.4,208
2,1,50000,0.4,519
2,1,50000,0.4,625
2,1,50000,0.4,701
2,1,50000,0.4,969
2,1,50000,0.4,629
2,1,50000,0.4,1093
2,1,50000,0.4,1166
2,1,50000,0.4,1186
2,1,50000,0.4,837
2,1,50000,0.4,699
2,1,50000,0.4,757
2,1,50000,0.4,1093
2,1,50000,0.4,888
2,1,50000,0.4,515
2,1,50000,0.4,739
2,1,50000,0.4,797
2,1,50000,0.4,592
2,1,50000,0.4,473
2,1,50000,0.4,532
2,1,50000,0.4,801
2,1,50000,0.4,621
2,1,50000,0.4,1036
2,1,50000,0.4,646
2,1,50000,0.4,625
2,1,50000,0.4,644
2,1,50000,0.4,753
2,1,50000,0.4,614
2,1,50000,0.4,548
2,1,50000,0.4,604
2,1,50000,0.4,411
2,1,50000,0.4,1005
2,1,50000,0.4,701
2,1,50000,0.4,725
2,1,50000,0.4,677
2,1,50000,0.4,1024
2,1,50000,0.4,1347
2,1,50000,0.4,618
2,1,50000,0.4,415
2,1,50000,0.4,1108
2,1,50000,0.4,1239
2,1,50000,0.4,431
2,1,50000,0.4,1653
2,1,50000,0.4,1055
2,1,50000,0.4,610
2,1,50000,0.4,400
2,1,50000,0.4,304
2,1,50000,0.4,780
2,1,50000,0.4,827
2,1,50000,0.4,394
2,1,50000,0.4,1247
2,1,50000,0.4,1019
2,1,50000,0.4,1046
2,1,50000,0.4,855
2,1,50000,0.4,1159
2,1,50000,0.4,666
2,1,50000,0.4,1144
2,1,50000,0.4,1540
2,1,50000,0.4,908
2,1,50000,0.4,897
2,1,50000,0.4,640
2,1,50000,0.4,921
2,1,50000,0.4,482
2,1,50000,0.4,1078
2,1,50000,0.4,908
2,1,50000,0.4,808
2,1,50000,0.4,437
2,1,50000,0.4,491
2,1,50000,0.4,584
2,1,50000,0.4,503
2,1,50000,0.4,277
2,1,50000,0.4,928
2,1,50000,0.4,1148
2,1,50000,0.4,346
2,1,50000,0.4,1461
2,1,50000,0.4,821
2,1,50000,0.4,786
2,1,50000,0.4,527
2,1,50000,0.4,1229
2,1,50000,0.4,912
2,1,50000,0.4,1112
2,1,50000,0.4,935
2,1,50000,0.4,1049
2,1,50000,0.4,322
2,1,50000,0.4,362
2,1,50000,0.4,913
2,1,50000,0.4,319
2,1,50000,0.4,403
2,1,50000,0.4,608
2,1,50000,0.4,1353
2,1,50000,0.4,728
2,1,50000,0.4,743
2,1,50000,0.4,173
2,1,50000,0.4,592
2,1,50000,0.4,398
2,1,50000,0.4,1068
2,1,50000,0.4,575
2,1,50000,0.4,1083
2,1,50000,0.4,594
2,1,50000,0.4,1051
2,1,50000,0.4,536
2,1,50000,0.4,722
2,1,50000,0.4,871
2,1,50000,0.4,838
2,1,50000,0.4,355
2,1,50000,0.4,1007
2,1,50000,0.4,634
2,1,50000,0.4,991
2,1,50000,0.4,1468
2,1,50000,0.41,833
2,1,50000,0.41,1107
2,1,50000,0.41,1060
2,1,50000,0.41,788
2,1,50000,0.41,497
2,1,50000,0.41,324
2,1,50000,0.41,1065
2,1,50000,0.41,549
2,1,50000,0.41,227
2,1,50000,0.41,1382
2,1,50000,0.41,550
2,1,50000,0.41,1070
2,1,50000,0.41,902
2,1,50000,0.41,498
2,1,50000,0.41,408
2,1,50000,0.41,858
2,1,50000,0.41,682
2,1,50000,0.41,1090
2,1,50000,0.41,749
2,1,50000,0.41,771
2,1,50000,0.41,912
2,1,50000,0.41,1065
2,1,50000,0.41,810
2,1,50000,0.41,1092
2,1,50000,0.41,844
2,1,50000,0.41,397
2,1,50000,0.41,798
2,1,50000,0.41,1296
2,1,50000,0.41,614
2,1,50000,0.41,705
2,1,50000,0.41,846
2,1,50000,0.41,656
2,1,50000,0.41,837
2,1,50000,0.41,993
2,1,50000,0.41,757
2,1,50000,0.41,1195
2,1,50000,0.41,972
2,1,50000,0.41,678
2,1,50000,0.41,910
2,1,50000,0.41,896
2,1,50000,0.41,544
2,1,50000,0.41,1061
2,1,50000,0.41,1094
2,1,50000,0.41,937
2,1,50000,0.41,882
2,1,50000,0.41,455
2,1,50000,0.41,907
2,1,50000,0.41,644
2,1,50000,0.41,1023
2,1,50000,0.41,826
2,1,50000,0.41,914
2,1,50000,0.41,404
2,1,50000,0.41,683
2,1,50000,0.41,470
2,1,50000,0.41,493
2,1,50000,0.41,492
2,1,50000,0.41,963
2,1,50000,0.41,1118
2,1,50000,0.41,1052
2,1,50000,0.41,535
2,1,50000,0.41,972
2,1,50000,0.41,665
2,1,50000,0.41,808
2,1,50000,0.41,500
2,1,50000,0.41,1128
2,1,50000,0.41,782
2,1,50000,0.41,1630
2,1,50000,0.41,773
2,1,50000,0.41,449
2,1,50000,0.41,517
2,1,50000,0.41,733
2,1,50000,0.41,535
2,1,50000,0.41,1256
2,1,50000,0.41,924
2,1,50000,0.41,1065
2,1,50000,0.41,791
2,1,50000,0.41,1224
2,1,50000,0.41,166
2,1,50000,0.41,175
2,1,50000,0.41,933
2,1,50000,0.41,1062
2,1,50000,0.41,1082
2,1,50000,0.41,693
2,1,50000,0.41,816
2,1,50000,0.41,1214
2,1,50000,0.41,1110
2,1,50000,0.41,932
2,1,50000,0.41,632
2,1,50000,0.41,1207
2,1,50000,0.41,779
2,1,50000,0.41,1062
2,1,50000,0.41,1190
2,1,50000,0.41,528
2,1,50000,0.41,999
2,1,50000,0.41,303
2,1,50000,0.41,1022
2,1,50000,0.41,599
2,1,50000,0.41,450
2,1,50000,0.41,1166
2,1,50000,0.41,712
2,1,50000,0.41,608
2,1,50000,0.41,955
2,1,50000,0.41,880
2,1,50000,0.41,1545
2,1,50000,0.41,350
2,1,50000,0.41,525
2,1,50000,0.41,776
2,1,50000,0.41,1000
2,1,50000,0.41,826
2,1,50000,0.41,850
2,1,50000,0.41,592
2,1,50000,0.41,970
2,1,50000,0.41,1035
2,1,50000,0.41,947
2,1,50000,0.41,643
2,1,50000,0.41,905
2,1,50000,0.41,887
2,1,50000,0.41,1040
2,1,50000,0.41,311
2,1,50000,0.41,481
2,1,50000,0.41,1366
2,1,50000,0.41,319
2,1,50000,0.41,880
2,1,50000,0.41,731
2,1,50000,0.41,716
2,1,50000,0.41,951
2,1,50000,0.41,885
2,1,50000,0.41,885
2,1,50000,0.41,731
2,1,50000,0.41,696
2,1,50000,0.41,513
2,1,50000,0.41,882
2,1,50000,0.41,836
2,1,50000,0.41,815
2,1,50000,0.41,1076
2,1,50000,0.41,485
2,1,50000,0.41,948
2,1,50000,0.41,654
2,1,50000,0.41,988
2,1,50000,0.41,1053
2,1,50000,0.41,571
2,1,50000,0.41,336
2,1,50000,0.41,1276
2,1,50000,0.41,856
2,1,50000,0.41,270
2,1,50000,0.41,738
2,1,50000,0.41,353
2,1,50000,0.41,675
2,1,50000,0.41,343
2,1,50000,0.41,1633
2,1,50000,0.41,825
2,1,50000,0.41,569
2,1,50000,0.41,874
2,1,50000,0.41,882
2,1,50000,0.41,1036
2,1,50000,0.41,563
2,1,50000,0.41,476
2,1,50000,0.41,502
2,1,50000,0.41,1359
2,1,50000,0.41,491
2,1,50000,0.41,827
2,1,50000,0.41,884
2,1,50000,0.41,1087
2,1,50000,0.41,718
2,1,50000,0.41,472
2,1,50000,0.41,626
2,1,50000,0.41,1004
2,1,50000,0.41,972
2,1,50000,0.41,860
2,1,50000,0.41,845
2,1,50000,0.41,871
2,1,50000,0.41,354
2,1,50000,0.41,441
2,1,50000,0.41,586
2,1,50000,0.41,682
2,1,50000,0.41,789
2,1,50000,0.41,1131
2,1,50000,0.41,509
2,1,50000,0.41,1015
2,1,50000,0.41,780
2,1,50000,0.41,842
2,1,50000,0.41,618
2,1,50000,0.41,535
2,1,50000,0.41,876
2,1,50000,0.41,364
2,1,50000,0.41,1303
2,1,50000,0.41,311
2,1,50000,0.41,1030
2,1,50000,0.41,1315
2,1,50000,0.41,387
2,1,50000,0.41,765
2,1,50000,0.41,775
2,1,50000,0.41,1234
2,1,50000,0.41,860
2,1,50000,0.41,652
2,1,50000,0.41,1013
2,1,50000,0.41,351
2,1,50000,0.41,471
2,1,50000,0.41,1259
2,1,50000,0.41,763
2,1,50000,0.41,659
2,1,50000,0.41,746
2,1,50000,0.41,594
2,1,50000,0.41,791
2,1,50000,0.41,666
2,1,50000,0.41,535
2,1,50000,0.41,1381
2,1,50000,0.41,848
2,1,50000,0.41,563
2,1,50000,0.41,935
2,1,50000,0.41,1549
2,1,50000,0.41,841
2,1,50000,0.41,1146
2,1,50000,0.41,516
2,1,50000,0.41,384
2,1,50000,0.41,965
2,1,50000,0.41,481
2,1,50000,0.41,1275
2,1,50000,0.41,781
2,1,50000,0.41,821
2,1,50000,0.41,511
2,1,50000,0.41,494
2,1,50000,0.41,1395
2,1,50000,0.41,937
2,1,50000,0.41,1554
2,1,50000,0.41,779
2,1,50000,0.41,1225
2,1,50000,0.41,1059
2,1,50000,0.41,925
2,1,50000,0.41,365
2,1,50000,0.41,722
2,1,50000,0.41,864
2,1,50000,0.41,855
2,1,50000,0.41,604
2,1,50000,0.41,895
2,1,50000,0.41,327
2,1,50000,0.41,821
2,1,50000,0.41,929
2,1,50000,0.41,704
2,1,50000,0.41,468
2,1,50000,0.41,1121
2,1,50000,0.41,1019
2,1,50000,0.41,937
2,1,50000,0.41,972
2,1,50000,0.41,1258
2,1,50000,0.41,633
2,1,50000,0.41,846
2,1,50000,0.41,1273
2,1,50000,0.41,869
2,1,50000,0.41,957
2,1,50000,0.41,509
2,1,50000,0.41,615
2,1,50000,0.41,1391
2,1,50000,0.41,671
2,1,50000,0.41,617
2,1,50000,0.41,911
2,1,50000,0.41,1109
2,1,50000,0.41,1035
2,1,50000,0.41,749
2,1,50000,0.41,771
2,1,50000,0.41,1297
2,1,50000,0.41,159
2,1,50000,0.41,633
2,1,50000,0.41,691
2,1,50000,0.41,936
2,1,50000,0.41,604
2,1,50000,0.41,712
2,1,50000,0.41,472
2,1,50000,0.41,1202
2,1,50000,0.41,610
2,1,50000,0.41,643
2,1,50000,0.41,1150
2,1,50000,0.41,538
2,1,50000,0.41,1018
2,1,50000,0.41,1166
2,1,50000,0.41,856
2,1,50000,0.41,1016
2,1,50000,0.41,589
2,1,50000,0.41,787
2,1,50000,0.41,693
2,1,50000,0.41,897
2,1,50000,0.41,957
2,1,50000,0.41,945
2,1,50000,0.41,682
2,1,50000,0.41,728
2,1,50000,0.41,602
2,1,50000,0.41,555
2,1,50000,0.41,426
2,1,50000,0.41,678
2,1,50000,0.41,572
2,1,50000,0.41,678
2,1,50000,0.41,633
2,1,50000,0.41,880
2,1,50000,0.41,1056
2,1,50000,0.41,1082
2,1,50000,0.41,851
2,1,50000,0.41,377
2,1,50000,0.41,1217
2,1,50000,0.41,470
2,1,50000,0.41,887
2,1,50000,0.41,819
2,1,50000,0.41,336
2,1,50000,0.41,552
2,1,50000,0.41,841
2,1,50000,0.41,759
2,1,50000,0.41,867
2,1,50000,0.41,828
2,1,50000,0.41,842
2,1,50000,0.41,1052
2,1,50000,0.41,1170
2,1,50000,0.41,1009
2,1,50000,0.41,994
2,1,50000,0.41,1354
2,1,50000,0.41,637
2,1,50000,0.41,344
2,1,50000,0.41,1196
2,1,50000,0.41,764
2,1,50000,0.41,679
2,1,50000,0.41,575
2,1,50000,0.41,968
2,1,50000,0.41,421
2,1,50000,0.41,480
2,1,50000,0.41,675
2,1,50000,0.41,1096
2,1,50000,0.41,598
2,1,50000,0.41,587
2,1,50000,0.41,656
2,1,50000,0.41,360
2,1,50000,0.41,1017
2,1,50000,0.41,1008
2,1,50000,0.41,1135
2,1,50000,0.41,329
2,1,50000,0.41,554
2,1,50000,0.41,383
2,1,50000,0.41,1460
2,1,50000,0.41,911
2,1,50000,0.41,763
2,1,50000,0.41,675
2,1,50000,0.41,782
2,1,50000,0.41,728
2,1,50000,0.41,889
2,1,50000,0.41,713
2,1,50000,0.41,530
2,1,50000,0.41,651
2,1,50000,0.41,547
2,1,50000,0.41,919
2,1,50000,0.41,1045
2,1,50000,0.41,637
2,1,50000,0.41,762
2,1,50000,0.41,1659
2,1,50000,0.41,854
2,1,50000,0.41,1056
2,1,50000,0.41,665
2,1,50000,0.41,703
2,1,50000,0.41,465
2,1,50000,0.41,401
2,1,50000,0.41,642
2,1,50000,0.41,1450
2,1,50000,0.41,1048
2,1,50000,0.41,902
2,1,50000,0.41,293
2,1,50000,0.41,600
2,1,50000,0.41,643
2,1,50000,0.41,599
2,1,50000,0.41,1197
2,1,50000,0.41,540
2,1,50000,0.41,738
2,1,50000,0.41,386
2,1,50000,0.41,619
2,1,50000,0.41,653
2,1,50000,0.41,1242
2,1,50000,0.41,310
2,1,50000,0.41,720
2,1,50000,0.41,1027
2,1,50000,0.41,740
2,1,50000,0.41,672
2,1,50000,0.41,1228
2,1,50000,0.41,863
2,1,50000,0.41,1247
2,1,50000,0.41,327
2,1,50000,0.41,1183
2,1,50000,0.41,987
2,1,50000,0.41,1444
2,1,50000,0.41,594
2,1,50000,0.41,440
2,1,50000,0.41,900
2,1,50000,0.41,572
2,1,50000,0.41,823
2,1,50000,0.41,638
2,1,50000,0.41,608
2,1,50000,0.41,1357
2,1,50000,0.41,857
2,1,50000,0.41,534
2,1,50000,0.41,758
2,1,50000,0.41,904
2,1,50000,0.41,869
2,1,50000,0.41,611
2,1,50000,0.41,553
2,1,50000,0.41,1201
2,1,50000,0.41,706
2,1,50000,0.41,961
2,1,50000,0.41,552
2,1,50000,0.41,692
2,1,50000,0.41,576
2,1,50000,0.41,197
2,1,50000,0.41,600
2,1,50000,0.41,409
2,1,50000,0.41,911
2,1,50000,0.41,542
2,1,50000,0.41,510
2,1,50000,0.41,460
2,1,50000,0.41,776
2,1,50000,0.41,1010
2,1,50000,0.41,571
2,1,50000,0.41,893
2,1,50000,0.41,668
2,1,50000,0.41,410
2,1,50000,0.41,1112
2,1,50000,0.41,957
2,1,50000,0.41,951
2,1,50000,0.41,652
2,1,50000,0.41,523
2,1,50000,0.41,288
2,1,50000,0.41,768
2,1,50000,0.41,310
2,1,50000,0.41,1171
2,1,50000,0.41,1124
2,1,50000,0.41,736
2,1,50000,0.41,544
2,1,50000,0.41,793
2,1,50000,0.41,530
2,1,50000,0.41,744
2,1,50000,0.41,1547
2,1,50000,0.41,825
2,1,50000,0.41,1043
